"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Italy (IT)","20.06.2017 05:00 - 20.06.2017 06:00 (CET/CEST)","349","n/e","242","6841","1552","104","n/e","n/e","659","5","375","3429","584","n/e","n/e","11135","n/e","6","53","n/e","237"
"Italy (IT)","20.06.2017 06:00 - 20.06.2017 07:00 (CET/CEST)","341","n/e","242","7631","1565","117","n/e","n/e","660","102","80","3733","686","n/e","n/e","12317","n/e","388","48","n/e","225"
"Italy (IT)","20.06.2017 07:00 - 20.06.2017 08:00 (CET/CEST)","328","n/e","242","8604","1566","128","n/e","n/e","658","549","25","4763","980","n/e","n/e","13326","n/e","2018","51","n/e","140"
"Italy (IT)","20.06.2017 08:00 - 20.06.2017 09:00 (CET/CEST)","325","n/e","247","9048","1561","120","n/e","n/e","654","1182","","5970","1659","n/e","n/e","13423","n/e","4486","52","n/e","84"
"Italy (IT)","20.06.2017 09:00 - 20.06.2017 10:00 (CET/CEST)","328","n/e","248","9862","1566","120","n/e","n/e","653","798","47","5994","1350","n/e","n/e","13395","n/e","6649","48","n/e","80"
"Italy (IT)","20.06.2017 10:00 - 20.06.2017 11:00 (CET/CEST)","326","n/e","253","10582","1567","155","n/e","n/e","652","646","265","5689","1191","n/e","n/e","12722","n/e","8302","48","n/e","165"
"Italy (IT)","20.06.2017 11:00 - 20.06.2017 12:00 (CET/CEST)","334","n/e","249","10610","1559","168","n/e","n/e","649","470","308","5250","1040","n/e","n/e","13128","n/e","9404","52","n/e","226"
"Italy (IT)","20.06.2017 12:00 - 20.06.2017 13:00 (CET/CEST)","342","n/e","243","9839","1556","207","n/e","n/e","645","140","35","4664","868","n/e","n/e","13062","n/e","9917","52","n/e","321"
"Italy (IT)","20.06.2017 13:00 - 20.06.2017 14:00 (CET/CEST)","337","n/e","249","9682","1651","241","n/e","n/e","644","140","188","4533","859","n/e","n/e","12832","n/e","9870","48","n/e","480"
"Italy (IT)","20.06.2017 14:00 - 20.06.2017 15:00 (CET/CEST)","335","n/e","239","10181","1545","252","n/e","n/e","642","199","164","5049","1011","n/e","n/e","13153","n/e","9326","47","n/e","621"
"Italy (IT)","20.06.2017 15:00 - 20.06.2017 16:00 (CET/CEST)","325","n/e","239","10247","1598","252","n/e","n/e","641","744","148","5339","1131","n/e","n/e","13144","n/e","8567","46","n/e","833"
"Italy (IT)","20.06.2017 16:00 - 20.06.2017 17:00 (CET/CEST)","332","n/e","239","10991","1611","253","n/e","n/e","643","747","","5589","1384","n/e","n/e","13484","n/e","7265","49","n/e","978"
"Italy (IT)","20.06.2017 17:00 - 20.06.2017 18:00 (CET/CEST)","338","n/e","249","11109","1620","279","n/e","n/e","638","809","","5822","1644","n/e","n/e","13677","n/e","5225","48","n/e","1082"
"Italy (IT)","20.06.2017 18:00 - 20.06.2017 19:00 (CET/CEST)","339","n/e","247","11380","1572","292","n/e","n/e","649","817","14","6024","1587","n/e","n/e","14022","n/e","2836","47","n/e","1257"
"Italy (IT)","20.06.2017 19:00 - 20.06.2017 20:00 (CET/CEST)","342","n/e","248","11503","1628","289","n/e","n/e","649","1084","","6606","1465","n/e","n/e","13951","n/e","833","46","n/e","1171"
"Italy (IT)","20.06.2017 20:00 - 20.06.2017 21:00 (CET/CEST)","346","n/e","241","10948","1686","259","n/e","n/e","646","1310","","6520","1457","n/e","n/e","13953","n/e","67","47","n/e","1014"
"Italy (IT)","20.06.2017 21:00 - 20.06.2017 22:00 (CET/CEST)","352","n/e","245","11190","1698","286","n/e","n/e","648","1061","","6228","1304","n/e","n/e","13981","n/e","0","49","n/e","849"
"Italy (IT)","20.06.2017 22:00 - 20.06.2017 23:00 (CET/CEST)","362","n/e","260","11303","1691","284","n/e","n/e","649","173","","5415","1107","n/e","n/e","13650","n/e","0","46","n/e","739"
"Italy (IT)","20.06.2017 23:00 - 21.06.2017 00:00 (CET/CEST)","358","n/e","251","10531","1579","279","n/e","n/e","656","52","26","4439","959","n/e","n/e","13105","n/e","0","51","n/e","856"
"Italy (IT)","21.06.2017 00:00 - 21.06.2017 01:00 (CET/CEST)","357","n/e","244","7718","N/A","254","n/e","n/e","651","42","298","3878","584","n/e","n/e","12956","n/e","0","53","n/e","1012"
"Italy (IT)","21.06.2017 01:00 - 21.06.2017 02:00 (CET/CEST)","356","n/e","245","6499","N/A","274","n/e","n/e","666","16","302","3633","589","n/e","n/e","12380","n/e","0","54","n/e","1143"
"Italy (IT)","21.06.2017 02:00 - 21.06.2017 03:00 (CET/CEST)","352","n/e","245","6026","N/A","254","n/e","n/e","669","78","303","3400","542","n/e","n/e","11833","n/e","0","50","n/e","1259"
"Italy (IT)","21.06.2017 03:00 - 21.06.2017 04:00 (CET/CEST)","351","n/e","246","5995","N/A","253","n/e","n/e","669","66","302","3377","522","n/e","n/e","11122","n/e","0","54","n/e","1318"
"Italy (IT)","21.06.2017 04:00 - 21.06.2017 05:00 (CET/CEST)","352","n/e","246","6045","N/A","252","n/e","n/e","670","65","303","3448","536","n/e","n/e","10969","n/e","0","54","n/e","1329"
"Italy (IT)","21.06.2017 05:00 - 21.06.2017 06:00 (CET/CEST)","349","n/e","248","6418","N/A","253","n/e","n/e","670","71","295","3486","543","n/e","n/e","11164","n/e","7","54","n/e","1239"
"Italy (IT)","21.06.2017 06:00 - 21.06.2017 07:00 (CET/CEST)","346","n/e","248","7615","N/A","254","n/e","n/e","670","163","","3854","591","n/e","n/e","12691","n/e","379","55","n/e","916"
"Italy (IT)","21.06.2017 07:00 - 21.06.2017 08:00 (CET/CEST)","326","n/e","242","9359","N/A","259","n/e","n/e","670","496","","4603","935","n/e","n/e","14519","n/e","1733","52","n/e","661"
"Italy (IT)","21.06.2017 08:00 - 21.06.2017 09:00 (CET/CEST)","326","n/e","242","9797","N/A","254","n/e","n/e","669","952","3","5487","1384","n/e","n/e","14991","n/e","3826","48","n/e","450"
"Italy (IT)","21.06.2017 09:00 - 21.06.2017 10:00 (CET/CEST)","324","n/e","242","10350","N/A","253","n/e","n/e","669","949","80","5471","1198","n/e","n/e","14652","n/e","6080","52","n/e","300"
"Italy (IT)","21.06.2017 10:00 - 21.06.2017 11:00 (CET/CEST)","319","n/e","242","10738","N/A","278","n/e","n/e","663","503","152","4970","1103","n/e","n/e","14476","n/e","7767","51","n/e","300"
"Italy (IT)","21.06.2017 11:00 - 21.06.2017 12:00 (CET/CEST)","321","n/e","241","10939","N/A","266","n/e","n/e","668","139","161","4772","1353","n/e","n/e","14037","n/e","8833","49","n/e","414"
"Italy (IT)","21.06.2017 12:00 - 21.06.2017 13:00 (CET/CEST)","325","n/e","245","10650","N/A","197","n/e","n/e","665","138","142","4286","858","n/e","n/e","13541","n/e","9487","52","n/e","604"
"Italy (IT)","21.06.2017 13:00 - 21.06.2017 14:00 (CET/CEST)","316","n/e","241","9941","N/A","232","n/e","n/e","662","142","36","4212","793","n/e","n/e","13571","n/e","9470","46","n/e","799"
"Italy (IT)","21.06.2017 14:00 - 21.06.2017 15:00 (CET/CEST)","316","n/e","239","9850","N/A","228","n/e","n/e","671","229","147","4642","1274","n/e","n/e","14152","n/e","8877","54","n/e","1002"
"Italy (IT)","21.06.2017 15:00 - 21.06.2017 16:00 (CET/CEST)","319","n/e","239","10881","N/A","266","n/e","n/e","668","118","229","5098","1265","n/e","n/e","13885","n/e","7930","50","n/e","1182"
"Italy (IT)","21.06.2017 16:00 - 21.06.2017 17:00 (CET/CEST)","233","n/e","180","8630","N/A","183","n/e","n/e","500","59","300","3935","1156","n/e","n/e","10516","n/e","5101","37","n/e","951"
"Italy (IT)","21.06.2017 17:00 - 21.06.2017 18:00 (CET/CEST)","318","n/e","239","11899","N/A","272","n/e","n/e","653","50","148","5036","1536","n/e","n/e","13990","n/e","3717","52","n/e","1229"
"Italy (IT)","21.06.2017 18:00 - 21.06.2017 19:00 (CET/CEST)","313","n/e","240","12292","N/A","310","n/e","n/e","656","103","146","5549","1582","n/e","n/e","14800","n/e","2464","50","n/e","1069"
"Italy (IT)","21.06.2017 19:00 - 21.06.2017 20:00 (CET/CEST)","224","n/e","181","9388","N/A","210","n/e","n/e","493","169","10","4421","993","n/e","n/e","11453","n/e","767","34","n/e","717"
"Italy (IT)","21.06.2017 20:00 - 21.06.2017 21:00 (CET/CEST)","240","n/e","182","9386","N/A","198","n/e","n/e","501","438","","4367","992","n/e","n/e","11829","n/e","112","33","n/e","593"
"Italy (IT)","21.06.2017 21:00 - 21.06.2017 22:00 (CET/CEST)","245","n/e","182","9623","N/A","188","n/e","n/e","501","437","","4151","911","n/e","n/e","11848","n/e","0","37","n/e","510"
"Italy (IT)","21.06.2017 22:00 - 21.06.2017 23:00 (CET/CEST)","333","n/e","243","11908","N/A","267","n/e","n/e","658","295","","3896","1013","n/e","n/e","15015","n/e","0","47","n/e","615"
"Italy (IT)","21.06.2017 23:00 - 22.06.2017 00:00 (CET/CEST)","334","n/e","242","10288","N/A","269","n/e","n/e","659","192","","3493","774","n/e","n/e","14133","n/e","0","53","n/e","611"
"Italy (IT)","22.06.2017 00:00 - 22.06.2017 01:00 (CET/CEST)","342","n/e","244","8203","N/A","235","n/e","n/e","674","51","296","3904","1078","n/e","n/e","13961","n/e","0","47","n/e","500"
"Italy (IT)","22.06.2017 01:00 - 22.06.2017 02:00 (CET/CEST)","345","n/e","253","6946","N/A","238","n/e","n/e","674","20","302","3601","806","n/e","n/e","13707","n/e","0","48","n/e","371"
"Italy (IT)","22.06.2017 02:00 - 22.06.2017 03:00 (CET/CEST)","346","n/e","262","6530","N/A","241","n/e","n/e","675","0","299","3448","654","n/e","n/e","13552","n/e","0","47","n/e","316"
"Italy (IT)","22.06.2017 03:00 - 22.06.2017 04:00 (CET/CEST)","344","n/e","245","6354","N/A","207","n/e","n/e","674","0","459","3398","591","n/e","n/e","13429","n/e","0","45","n/e","301"
"Italy (IT)","22.06.2017 04:00 - 22.06.2017 05:00 (CET/CEST)","345","n/e","245","6431","N/A","201","n/e","n/e","673","0","603","3414","636","n/e","n/e","13494","n/e","0","46","n/e","279"
"Italy (IT)","22.06.2017 05:00 - 22.06.2017 06:00 (CET/CEST)","342","n/e","244","6716","N/A","194","n/e","n/e","666","0","608","3418","703","n/e","n/e","13602","n/e","5","47","n/e","263"
"Italy (IT)","22.06.2017 06:00 - 22.06.2017 07:00 (CET/CEST)","346","n/e","260","8028","N/A","230","n/e","n/e","661","1","376","3650","832","n/e","n/e","14209","n/e","360","48","n/e","241"
"Italy (IT)","22.06.2017 07:00 - 22.06.2017 08:00 (CET/CEST)","343","n/e","267","9737","N/A","209","n/e","n/e","661","297","","4166","1374","n/e","n/e","15088","n/e","1694","48","n/e","159"
"Italy (IT)","22.06.2017 08:00 - 22.06.2017 09:00 (CET/CEST)","341","n/e","263","10455","N/A","196","n/e","n/e","660","670","","5451","1456","n/e","n/e","15056","n/e","3845","45","n/e","111"
"Italy (IT)","22.06.2017 09:00 - 22.06.2017 10:00 (CET/CEST)","337","n/e","262","10865","N/A","194","n/e","n/e","657","772","1","5442","1257","n/e","n/e","14978","n/e","5962","45","n/e","111"
"Italy (IT)","22.06.2017 10:00 - 22.06.2017 11:00 (CET/CEST)","329","n/e","287","11603","N/A","228","n/e","n/e","654","530","","4970","1122","n/e","n/e","14335","n/e","7619","47","n/e","121"
"Italy (IT)","22.06.2017 11:00 - 22.06.2017 12:00 (CET/CEST)","341","n/e","249","11780","N/A","292","n/e","n/e","650","333","","4936","1309","n/e","n/e","14820","n/e","8732","49","n/e","189"
"Italy (IT)","22.06.2017 12:00 - 22.06.2017 13:00 (CET/CEST)","335","n/e","250","11491","N/A","316","n/e","n/e","651","211","","4230","1121","n/e","n/e","14825","n/e","9306","49","n/e","315"
"Italy (IT)","22.06.2017 13:00 - 22.06.2017 14:00 (CET/CEST)","327","n/e","273","11027","N/A","270","n/e","n/e","647","288","","4259","1073","n/e","n/e","14558","n/e","9364","47","n/e","435"
"Italy (IT)","22.06.2017 14:00 - 22.06.2017 15:00 (CET/CEST)","326","n/e","245","11105","N/A","252","n/e","n/e","642","684","","4740","1117","n/e","n/e","14637","n/e","8910","45","n/e","644"
"Italy (IT)","22.06.2017 15:00 - 22.06.2017 16:00 (CET/CEST)","320","n/e","239","11474","N/A","252","n/e","n/e","641","615","","5000","1405","n/e","n/e","14977","n/e","7978","46","n/e","810"
"Italy (IT)","22.06.2017 16:00 - 22.06.2017 17:00 (CET/CEST)","312","n/e","242","12472","N/A","251","n/e","n/e","645","873","","5225","1670","n/e","n/e","15256","n/e","6369","43","n/e","980"
"Italy (IT)","22.06.2017 17:00 - 22.06.2017 18:00 (CET/CEST)","311","n/e","254","12686","N/A","253","n/e","n/e","646","951","68","5476","1832","n/e","n/e","15583","n/e","4316","42","n/e","1121"
"Italy (IT)","22.06.2017 18:00 - 22.06.2017 19:00 (CET/CEST)","315","n/e","246","12945","N/A","298","n/e","n/e","647","993","3","5577","1902","n/e","n/e","15789","n/e","2215","42","n/e","1133"
"Italy (IT)","22.06.2017 19:00 - 22.06.2017 20:00 (CET/CEST)","318","n/e","252","13213","N/A","303","n/e","n/e","647","1131","","5799","1779","n/e","n/e","15871","n/e","681","40","n/e","765"
"Italy (IT)","22.06.2017 20:00 - 22.06.2017 21:00 (CET/CEST)","331","n/e","265","13109","N/A","256","n/e","n/e","652","1089","","5552","1893","n/e","n/e","16075","n/e","78","44","n/e","487"
"Italy (IT)","22.06.2017 21:00 - 22.06.2017 22:00 (CET/CEST)","335","n/e","253","13409","N/A","295","n/e","n/e","655","712","","5369","1956","n/e","n/e","16036","n/e","0","43","n/e","452"
"Italy (IT)","22.06.2017 22:00 - 22.06.2017 23:00 (CET/CEST)","337","n/e","252","12938","N/A","257","n/e","n/e","656","131","45","4805","1622","n/e","n/e","15238","n/e","0","42","n/e","506"
"Italy (IT)","22.06.2017 23:00 - 23.06.2017 00:00 (CET/CEST)","334","n/e","258","12040","N/A","299","n/e","n/e","660","39","593","4525","1352","n/e","n/e","14427","n/e","0","47","n/e","548"
"Italy (IT)","23.06.2017 00:00 - 23.06.2017 01:00 (CET/CEST)","339","n/e","241","9904","1594","272","n/e","n/e","667","0","1599","4260","1457","n/e","n/e","13069","n/e","0","44","n/e","561"
"Italy (IT)","23.06.2017 01:00 - 23.06.2017 02:00 (CET/CEST)","343","n/e","242","8935","1568","320","n/e","n/e","669","0","1978","3932","993","n/e","n/e","13367","n/e","0","47","n/e","493"
"Italy (IT)","23.06.2017 02:00 - 23.06.2017 03:00 (CET/CEST)","342","n/e","250","8522","1566","324","n/e","n/e","670","0","1986","3560","706","n/e","n/e","13337","n/e","0","48","n/e","441"
"Italy (IT)","23.06.2017 03:00 - 23.06.2017 04:00 (CET/CEST)","344","n/e","256","8424","1563","312","n/e","n/e","671","0","1985","3578","658","n/e","n/e","13057","n/e","0","47","n/e","452"
"Italy (IT)","23.06.2017 04:00 - 23.06.2017 05:00 (CET/CEST)","343","n/e","243","8397","1559","298","n/e","n/e","669","0","1984","3547","706","n/e","n/e","12852","n/e","0","46","n/e","536"
"Italy (IT)","23.06.2017 05:00 - 23.06.2017 06:00 (CET/CEST)","342","n/e","243","8572","1566","283","n/e","n/e","669","0","1944","3549","735","n/e","n/e","13003","n/e","6","47","n/e","663"
"Italy (IT)","23.06.2017 06:00 - 23.06.2017 07:00 (CET/CEST)","342","n/e","260","9208","1567","301","n/e","n/e","669","0","1097","3969","1030","n/e","n/e","13743","n/e","358","46","n/e","793"
"Italy (IT)","23.06.2017 07:00 - 23.06.2017 08:00 (CET/CEST)","343","n/e","241","10367","1565","282","n/e","n/e","667","0","112","4678","1261","n/e","n/e","14634","n/e","1789","47","n/e","746"
"Italy (IT)","23.06.2017 08:00 - 23.06.2017 09:00 (CET/CEST)","342","n/e","239","10578","1573","367","n/e","n/e","664","352","","5786","1455","n/e","n/e","15314","n/e","4114","47","n/e","731"
"Italy (IT)","23.06.2017 09:00 - 23.06.2017 10:00 (CET/CEST)","313","n/e","258","11054","1575","275","n/e","n/e","663","507","","5862","1604","n/e","n/e","15228","n/e","6306","46","n/e","604"
"Italy (IT)","23.06.2017 10:00 - 23.06.2017 11:00 (CET/CEST)","304","n/e","239","11123","1594","253","n/e","n/e","658","287","1","5817","1622","n/e","n/e","15060","n/e","7938","46","n/e","467"
"Italy (IT)","23.06.2017 11:00 - 23.06.2017 12:00 (CET/CEST)","308","n/e","244","10793","1694","253","n/e","n/e","652","566","","5768","1750","n/e","n/e","14778","n/e","9033","47","n/e","545"
"Italy (IT)","23.06.2017 12:00 - 23.06.2017 13:00 (CET/CEST)","320","n/e","244","10117","1698","253","n/e","n/e","651","300","","5042","1468","n/e","n/e","14664","n/e","9658","44","n/e","740"
"Italy (IT)","23.06.2017 13:00 - 23.06.2017 14:00 (CET/CEST)","322","n/e","244","10115","1698","253","n/e","n/e","649","474","","4902","1227","n/e","n/e","14326","n/e","9704","45","n/e","1075"
"Italy (IT)","23.06.2017 14:00 - 23.06.2017 15:00 (CET/CEST)","323","n/e","255","10019","1701","253","n/e","n/e","637","697","","5338","1600","n/e","n/e","14119","n/e","9274","45","n/e","1530"
"Italy (IT)","23.06.2017 15:00 - 23.06.2017 16:00 (CET/CEST)","323","n/e","238","10539","1702","228","n/e","n/e","647","525","","5554","2016","n/e","n/e","13995","n/e","8315","45","n/e","1882"
"Italy (IT)","23.06.2017 16:00 - 23.06.2017 17:00 (CET/CEST)","323","n/e","240","10923","1702","194","n/e","n/e","653","1353","","6057","2119","n/e","n/e","14438","n/e","6543","45","n/e","1942"
"Italy (IT)","23.06.2017 17:00 - 23.06.2017 18:00 (CET/CEST)","324","n/e","236","11696","1701","206","n/e","n/e","653","1384","","5786","1781","n/e","n/e","15051","n/e","4819","45","n/e","1920"
"Italy (IT)","23.06.2017 18:00 - 23.06.2017 19:00 (CET/CEST)","329","n/e","238","12181","1619","223","n/e","n/e","657","928","1","5886","2043","n/e","n/e","15302","n/e","2517","44","n/e","1624"
"Italy (IT)","23.06.2017 19:00 - 23.06.2017 20:00 (CET/CEST)","328","n/e","241","12336","1647","260","n/e","n/e","661","875","","6268","1956","n/e","n/e","15333","n/e","798","45","n/e","1568"
"Italy (IT)","23.06.2017 20:00 - 23.06.2017 21:00 (CET/CEST)","331","n/e","239","12283","1688","320","n/e","n/e","665","1032","","5660","1479","n/e","n/e","15102","n/e","85","46","n/e","1607"
"Italy (IT)","23.06.2017 21:00 - 23.06.2017 22:00 (CET/CEST)","333","n/e","240","12211","1695","318","n/e","n/e","667","916","","5471","1402","n/e","n/e","15271","n/e","0","47","n/e","1486"
"Italy (IT)","23.06.2017 22:00 - 23.06.2017 23:00 (CET/CEST)","330","n/e","243","11704","1696","277","n/e","n/e","664","338","","4583","1130","n/e","n/e","14971","n/e","0","48","n/e","1655"
"Italy (IT)","23.06.2017 23:00 - 24.06.2017 00:00 (CET/CEST)","332","n/e","240","10543","1678","232","n/e","n/e","663","135","","4251","985","n/e","n/e","14207","n/e","0","44","n/e","1797"
"Italy (IT)","24.06.2017 00:00 - 24.06.2017 01:00 (CET/CEST)","328","n/e","253","8799","1594","206","n/e","n/e","663","34","","4386","1341","n/e","n/e","11777","n/e","0","45","n/e","1651"
"Italy (IT)","24.06.2017 01:00 - 24.06.2017 02:00 (CET/CEST)","336","n/e","243","8221","1574","195","n/e","n/e","660","20","556","3752","1038","n/e","n/e","11563","n/e","0","48","n/e","1640"
"Italy (IT)","24.06.2017 02:00 - 24.06.2017 03:00 (CET/CEST)","335","n/e","242","7872","1555","194","n/e","n/e","658","0","618","3367","558","n/e","n/e","11787","n/e","0","46","n/e","1627"
"Italy (IT)","24.06.2017 03:00 - 24.06.2017 04:00 (CET/CEST)","334","n/e","241","7634","1543","195","n/e","n/e","659","0","617","3265","536","n/e","n/e","11495","n/e","0","48","n/e","1449"
"Italy (IT)","24.06.2017 04:00 - 24.06.2017 05:00 (CET/CEST)","333","n/e","247","7533","1564","241","n/e","n/e","658","0","619","3255","477","n/e","n/e","11459","n/e","0","48","n/e","1256"
"Italy (IT)","24.06.2017 05:00 - 24.06.2017 06:00 (CET/CEST)","337","n/e","241","7396","1665","217","n/e","n/e","660","0","649","3258","461","n/e","n/e","11031","n/e","4","46","n/e","1179"
"Italy (IT)","24.06.2017 06:00 - 24.06.2017 07:00 (CET/CEST)","338","n/e","247","7459","1626","233","n/e","n/e","660","0","338","3305","511","n/e","n/e","10775","n/e","340","46","n/e","1055"
"Italy (IT)","24.06.2017 07:00 - 24.06.2017 08:00 (CET/CEST)","332","n/e","246","8343","1594","240","n/e","n/e","659","122","67","3785","700","n/e","n/e","10952","n/e","1701","47","n/e","735"
"Italy (IT)","24.06.2017 08:00 - 24.06.2017 09:00 (CET/CEST)","332","n/e","240","8486","1593","252","n/e","n/e","655","186","","4381","857","n/e","n/e","11022","n/e","3901","46","n/e","509"
"Italy (IT)","24.06.2017 09:00 - 24.06.2017 10:00 (CET/CEST)","330","n/e","245","8653","1606","253","n/e","n/e","653","186","67","4367","955","n/e","n/e","11328","n/e","5977","47","n/e","367"
"Italy (IT)","24.06.2017 10:00 - 24.06.2017 11:00 (CET/CEST)","327","n/e","249","8596","1622","253","n/e","n/e","650","185","52","4356","955","n/e","n/e","11483","n/e","7642","46","n/e","378"
"Italy (IT)","24.06.2017 11:00 - 24.06.2017 12:00 (CET/CEST)","327","n/e","240","8397","1640","253","n/e","n/e","648","238","3","3992","850","n/e","n/e","11146","n/e","8806","46","n/e","451"
"Italy (IT)","24.06.2017 12:00 - 24.06.2017 13:00 (CET/CEST)","321","n/e","247","8091","1644","253","n/e","n/e","647","196","261","3587","756","n/e","n/e","10792","n/e","9327","45","n/e","601"
"Italy (IT)","24.06.2017 13:00 - 24.06.2017 14:00 (CET/CEST)","322","n/e","242","7700","1569","253","n/e","n/e","645","64","405","3470","582","n/e","n/e","10474","n/e","9307","41","n/e","990"
"Italy (IT)","24.06.2017 14:00 - 24.06.2017 15:00 (CET/CEST)","315","n/e","238","7795","1369","253","n/e","n/e","646","24","649","3433","590","n/e","n/e","10398","n/e","8948","41","n/e","1301"
"Italy (IT)","24.06.2017 15:00 - 24.06.2017 16:00 (CET/CEST)","310","n/e","247","7952","1492","253","n/e","n/e","646","25","150","3483","622","n/e","n/e","10196","n/e","8023","42","n/e","1508"
"Italy (IT)","24.06.2017 16:00 - 24.06.2017 17:00 (CET/CEST)","315","n/e","240","8593","1670","253","n/e","n/e","645","262","1","3674","915","n/e","n/e","10712","n/e","6588","41","n/e","1526"
"Italy (IT)","24.06.2017 17:00 - 24.06.2017 18:00 (CET/CEST)","322","n/e","241","9683","1683","253","n/e","n/e","646","332","","3989","1037","n/e","n/e","11804","n/e","4594","41","n/e","1485"
"Italy (IT)","24.06.2017 18:00 - 24.06.2017 19:00 (CET/CEST)","323","n/e","237","10169","1617","253","n/e","n/e","646","587","","4961","1428","n/e","n/e","12483","n/e","2391","40","n/e","1254"
"Italy (IT)","24.06.2017 19:00 - 24.06.2017 20:00 (CET/CEST)","322","n/e","249","10462","1593","253","n/e","n/e","649","334","","5694","1652","n/e","n/e","12758","n/e","833","37","n/e","1125"
"Italy (IT)","24.06.2017 20:00 - 24.06.2017 21:00 (CET/CEST)","324","n/e","243","10524","1594","253","n/e","n/e","651","436","","5566","1380","n/e","n/e","12966","n/e","62","34","n/e","1014"
"Italy (IT)","24.06.2017 21:00 - 24.06.2017 22:00 (CET/CEST)","324","n/e","250","10525","1625","253","n/e","n/e","654","409","","5606","1375","n/e","n/e","13020","n/e","0","37","n/e","897"
"Italy (IT)","24.06.2017 22:00 - 24.06.2017 23:00 (CET/CEST)","321","n/e","239","9963","1670","253","n/e","n/e","658","271","","4920","1150","n/e","n/e","12875","n/e","0","36","n/e","913"
"Italy (IT)","24.06.2017 23:00 - 25.06.2017 00:00 (CET/CEST)","330","n/e","253","9411","1672","253","n/e","n/e","659","0","27","4063","852","n/e","n/e","11981","n/e","0","38","n/e","1057"
"Italy (IT)","25.06.2017 00:00 - 25.06.2017 01:00 (CET/CEST)","336","n/e","247","7511","1584","253","n/e","n/e","661","82","428","3841","675","n/e","n/e","10337","n/e","0","39","n/e","1152"
"Italy (IT)","25.06.2017 01:00 - 25.06.2017 02:00 (CET/CEST)","345","n/e","263","5810","1524","253","n/e","n/e","661","0","495","3530","515","n/e","n/e","10025","n/e","0","39","n/e","1325"
"Italy (IT)","25.06.2017 02:00 - 25.06.2017 03:00 (CET/CEST)","346","n/e","243","4897","1497","254","n/e","n/e","661","0","404","3239","459","n/e","n/e","9660","n/e","0","39","n/e","1323"
"Italy (IT)","25.06.2017 03:00 - 25.06.2017 04:00 (CET/CEST)","344","n/e","248","4602","1315","305","n/e","n/e","658","0","515","3208","472","n/e","n/e","9712","n/e","0","39","n/e","1268"
"Italy (IT)","25.06.2017 04:00 - 25.06.2017 05:00 (CET/CEST)","345","n/e","265","4710","1420","443","n/e","n/e","657","0","417","3232","496","n/e","n/e","10574","n/e","0","38","n/e","1148"
"Italy (IT)","25.06.2017 05:00 - 25.06.2017 06:00 (CET/CEST)","351","n/e","255","4923","1582","478","n/e","n/e","658","0","353","3247","571","n/e","n/e","10576","n/e","3","40","n/e","1174"
"Italy (IT)","25.06.2017 06:00 - 25.06.2017 07:00 (CET/CEST)","349","n/e","254","4552","1554","461","n/e","n/e","658","0","337","3434","565","n/e","n/e","10224","n/e","305","40","n/e","1089"
"Italy (IT)","25.06.2017 07:00 - 25.06.2017 08:00 (CET/CEST)","342","n/e","259","4672","1597","403","n/e","n/e","654","0","302","3499","613","n/e","n/e","10293","n/e","1430","38","n/e","869"
"Italy (IT)","25.06.2017 08:00 - 25.06.2017 09:00 (CET/CEST)","337","n/e","244","4796","1440","346","n/e","n/e","651","0","391","3918","553","n/e","n/e","10269","n/e","3104","39","n/e","725"
"Italy (IT)","25.06.2017 09:00 - 25.06.2017 10:00 (CET/CEST)","336","n/e","239","5416","904","320","n/e","n/e","650","47","315","4115","639","n/e","n/e","10394","n/e","4754","39","n/e","760"
"Italy (IT)","25.06.2017 10:00 - 25.06.2017 11:00 (CET/CEST)","340","n/e","239","5686","965","258","n/e","n/e","649","53","315","4525","868","n/e","n/e","10097","n/e","6173","39","n/e","995"
"Italy (IT)","25.06.2017 11:00 - 25.06.2017 12:00 (CET/CEST)","338","n/e","239","5009","959","253","n/e","n/e","649","43","316","4512","743","n/e","n/e","9341","n/e","7777","39","n/e","1278"
"Italy (IT)","25.06.2017 12:00 - 25.06.2017 13:00 (CET/CEST)","339","n/e","238","5231","960","195","n/e","n/e","648","0","315","4015","518","n/e","n/e","9468","n/e","7979","38","n/e","1443"
"Italy (IT)","25.06.2017 13:00 - 25.06.2017 14:00 (CET/CEST)","334","n/e","241","4792","951","196","n/e","n/e","647","0","315","3993","361","n/e","n/e","9008","n/e","8100","38","n/e","1731"
