Technology;Specification;Year;Unit;Value;Source
Compressed air;Max;2040;2018 €/KWh*a;NA;
Compressed air;Max;2050;2018 €/KWh*a;NA;
Compressed air;Mean;2018;2018 €/KWh*a;NA;
Compressed air;Mean;2020;2018 €/KWh*a;NA;
Compressed air;Mean;2030;2018 €/KWh*a;NA;
Compressed air;Mean;2040;2018 €/KWh*a;NA;
Compressed air;Mean;2050;2018 €/KWh*a;NA;
Compressed air;Median;2018;2018 €/KWh*a;NA;
Compressed air;Median;2020;2018 €/KWh*a;NA;
Compressed air;Median;2030;2018 €/KWh*a;NA;
Compressed air;Median;2040;2018 €/KWh*a;NA;
Compressed air;Median;2050;2018 €/KWh*a;NA;
Lithium batteries;Min;2018;2018 €/KWh*a;0.0002;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Lithium batteries;Min;2020;2018 €/KWh*a;0.0002;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Lithium batteries;Min;2030;2018 €/KWh*a;0.0002;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Lithium batteries;Min;2040;2018 €/KWh*a;0.0002;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Lithium batteries;Min;2050;2018 €/KWh*a;0.0002;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Lithium batteries;Max;2018;2018 €/KWh*a;0.0002;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Lithium batteries;Max;2020;2018 €/KWh*a;0.0002;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Lithium batteries;Max;2030;2018 €/KWh*a;0.0002;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Lithium batteries;Max;2040;2018 €/KWh*a;0.0002;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Lithium batteries;Max;2050;2018 €/KWh*a;0.0002;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Lithium batteries;Mean;2018;2018 €/KWh*a;0.0002;
Lithium batteries;Mean;2020;2018 €/KWh*a;0.0002;
Lithium batteries;Mean;2030;2018 €/KWh*a;0.0002;
Lithium batteries;Mean;2040;2018 €/KWh*a;0.0002;
Lithium batteries;Mean;2050;2018 €/KWh*a;0.0002;
Lithium batteries;Median;2018;2018 €/KWh*a;0.0002;
Lithium batteries;Median;2020;2018 €/KWh*a;0.0002;
Lithium batteries;Median;2030;2018 €/KWh*a;0.0002;
Lithium batteries;Median;2040;2018 €/KWh*a;0.0002;
Lithium batteries;Median;2050;2018 €/KWh*a;0.0002;
Lithium batteries;Min;2018;2018 €/KWh*a;NA;
Lithium batteries;Min;2020;2018 €/KWh*a;NA;
Lithium batteries;Min;2030;2018 €/KWh*a;NA;
Lithium batteries;Min;2040;2018 €/KWh*a;NA;
Lithium batteries;Min;2050;2018 €/KWh*a;NA;
Lithium batteries;Max;2018;2018 €/KWh*a;NA;
Lithium batteries;Max;2020;2018 €/KWh*a;NA;
Lithium batteries;Max;2030;2018 €/KWh*a;NA;
Lithium batteries;Max;2040;2018 €/KWh*a;NA;
Lithium batteries;Max;2050;2018 €/KWh*a;NA;
Lithium batteries;Mean;2018;2018 €/KWh*a;NA;
Lithium batteries;Mean;2020;2018 €/KWh*a;NA;
Lithium batteries;Mean;2030;2018 €/KWh*a;NA;
Lithium batteries;Mean;2040;2018 €/KWh*a;NA;
Lithium batteries;Mean;2050;2018 €/KWh*a;NA;
Lithium batteries;Median;2018;2018 €/KWh*a;NA;
Lithium batteries;Median;2020;2018 €/KWh*a;NA;
Lithium batteries;Median;2030;2018 €/KWh*a;NA;
Lithium batteries;Median;2040;2018 €/KWh*a;NA;
Lithium batteries;Median;2050;2018 €/KWh*a;NA;
